dataset,method,num_of_feat,num_of_elems,accuracy,precision,ftp,tpr,f1_score,matrix
ecoli-0-1_vs_5.dat,ANOVA,3,240,0.9683333333333334,0.9972727272727273,0.04411764705882353,0.9690812720848057,0.9829749103942652,[[109.7   0.3] [  3.5   6.5]]
ecoli-0-1_vs_5.dat,RELIEF,3,240,0.9558333333333333,0.9981818181818182,0.0392156862745098,0.9556135770234987,0.9764339706536238,[[109.8   0.2] [  5.1   4.9]]
ecoli-0-1_vs_5.dat,INFORATION GAIN,3,240,0.9683333333333334,0.9972727272727273,0.04411764705882353,0.9690812720848057,0.9829749103942652,[[109.7   0.3] [  3.5   6.5]]
ecoli-0-1_vs_5.dat,CHI SQUARE,3,240,0.9683333333333334,0.9972727272727273,0.04411764705882353,0.9690812720848057,0.9829749103942652,[[109.7   0.3] [  3.5   6.5]]
ecoli-0-1_vs_5.dat,CORRELATION COEF,3,240,0.9758333333333333,1.0,0.0,0.9743135518157661,0.9869896814715119,[[110.    0. ] [  2.9   7.1]]
glass-0-4_vs_5.dat,NO SELECTION,9,92,0.9021739130434782,1.0,nan,0.9021739130434783,0.9485714285714286,[[41.5  0. ] [ 4.5  0. ]]
glass-0-4_vs_5.dat,ANOVA,3,92,0.9021739130434782,1.0,nan,0.9021739130434783,0.9485714285714286,[[41.5  0. ] [ 4.5  0. ]]
glass-0-4_vs_5.dat,RELIEF,3,92,0.9021739130434782,1.0,nan,0.9021739130434783,0.9485714285714286,[[41.5  0. ] [ 4.5  0. ]]
glass-0-4_vs_5.dat,INFORATION GAIN,3,92,0.9021739130434782,1.0,nan,0.9021739130434783,0.9485714285714286,[[41.5  0. ] [ 4.5  0. ]]
glass-0-4_vs_5.dat,CHI SQUARE,3,92,0.9021739130434782,1.0,nan,0.9021739130434783,0.9485714285714286,[[41.5  0. ] [ 4.5  0. ]]
glass-0-4_vs_5.dat,CORRELATION COEF,3,92,0.9021739130434782,1.0,nan,0.9021739130434783,0.9485714285714286,[[41.5  0. ] [ 4.5  0. ]]
ecoli-0-3-4-6_vs_5.dat,NO SELECTION,7,205,0.9610032362459549,0.9935135135135136,0.08333333333333334,0.9643231899265476,0.9787007454739084,[[91.9  0.6] [ 3.4  6.6]]
ecoli-0-3-4-6_vs_5.dat,ANOVA,3,205,0.9658671235484485,1.0,0.0,0.9635416666666666,0.9814323607427056,[[92.5  0. ] [ 3.5  6.5]]
ecoli-0-3-4-6_vs_5.dat,RELIEF,3,205,0.9346468684561204,0.9913513513513513,0.163265306122449,0.9395491803278688,0.9647553918990005,[[91.7  0.8] [ 5.9  4.1]]
ecoli-0-3-4-6_vs_5.dat,INFORATION GAIN,3,205,0.9658671235484485,1.0,0.0,0.9635416666666666,0.9814323607427056,[[92.5  0. ] [ 3.5  6.5]]
ecoli-0-3-4-6_vs_5.dat,CHI SQUARE,3,205,0.9658671235484485,1.0,0.0,0.9635416666666666,0.9814323607427056,[[92.5  0. ] [ 3.5  6.5]]
ecoli-0-3-4-6_vs_5.dat,CORRELATION COEF,3,205,0.928764515514944,1.0,0.0,0.9268537074148296,0.9620384815392615,[[92.5  0. ] [ 7.3  2.7]]
yeast-0-3-5-9_vs_7-8.dat,NO SELECTION,8,506,0.9086956521739129,0.9929824561403509,0.3137254901960785,0.9132714804356595,0.9514603908384114,[[226.4   1.6] [ 21.5   3.5]]
yeast-0-3-5-9_vs_7-8.dat,ANOVA,3,506,0.9106719367588934,0.993421052631579,0.27777777777777773,0.9147819063004847,0.9524810765349033,[[226.5   1.5] [ 21.1   3.9]]
yeast-0-3-5-9_vs_7-8.dat,RELIEF,3,506,0.9118577075098815,0.9956140350877193,0.2127659574468085,0.914216673378977,0.9531807684232626,[[227.    1. ] [ 21.3   3.7]]
yeast-0-3-5-9_vs_7-8.dat,INFORATION GAIN,3,506,0.9106719367588934,0.993421052631579,0.27777777777777773,0.9147819063004847,0.9524810765349033,[[226.5   1.5] [ 21.1   3.9]]
yeast-0-3-5-9_vs_7-8.dat,CHI SQUARE,3,506,0.908300395256917,0.9969298245614036,0.21874999999999997,0.9099279423538831,0.9514441188781917,[[227.3   0.7] [ 22.5   2.5]]
yeast-0-3-5-9_vs_7-8.dat,CORRELATION COEF,3,506,0.901185770750988,1.0,nan,0.9011857707509882,0.948024948024948,[[228.   0.] [ 25.   0.]]
ecoli-0-4-6_vs_5.dat,NO SELECTION,6,203,0.9625994952436422,0.9934426229508198,0.08108108108108109,0.9659936238044633,0.9795258620689655,[[90.9  0.6] [ 3.2  6.8]]
ecoli-0-4-6_vs_5.dat,ANOVA,3,203,0.9665016501650164,1.0,0.0,0.964172813487882,0.9817596566523605,[[91.5  0. ] [ 3.4  6.6]]
ecoli-0-4-6_vs_5.dat,RELIEF,3,203,0.9330324208891477,0.9901639344262294,0.18,0.9388601036269429,0.9638297872340426,[[90.6  0.9] [ 5.9  4.1]]
ecoli-0-4-6_vs_5.dat,INFORATION GAIN,3,203,0.9665016501650164,1.0,0.0,0.964172813487882,0.9817596566523605,[[91.5  0. ] [ 3.4  6.6]]
ecoli-0-4-6_vs_5.dat,CHI SQUARE,3,203,0.9665016501650164,1.0,0.0,0.964172813487882,0.9817596566523605,[[91.5  0. ] [ 3.4  6.6]]
ecoli-0-4-6_vs_5.dat,CORRELATION COEF,3,203,0.9300524170064067,1.0,0.0,0.9279918864097364,0.9626512361914783,[[91.5  0. ] [ 7.1  2.9]]
yeast-0-2-5-7-9_vs_3-6-8.dat,NO SELECTION,8,1004,0.9609561752988048,0.987182320441989,0.1397590361445783,0.9700325732899022,0.9785323110624315,[[446.7   5.8] [ 13.8  35.7]]
yeast-0-2-5-7-9_vs_3-6-8.dat,ANOVA,3,1004,0.9595617529880478,0.9820994475138121,0.17841409691629956,0.9732807709154622,0.9776702232977671,[[444.4   8.1] [ 12.2  37.3]]
yeast-0-2-5-7-9_vs_3-6-8.dat,RELIEF,3,1004,0.9049800796812748,0.9969060773480664,0.30434782608695654,0.9069159630076397,0.949784187809243,[[451.1   1.4] [ 46.3   3.2]]
yeast-0-2-5-7-9_vs_3-6-8.dat,INFORATION GAIN,3,1004,0.9563745019920319,0.9854143646408839,0.16176470588235292,0.9668256721595837,0.9760315201926233,[[445.9   6.6] [ 15.3  34.2]]
yeast-0-2-5-7-9_vs_3-6-8.dat,CHI SQUARE,3,1004,0.9595617529880478,0.9820994475138121,0.17841409691629956,0.9732807709154622,0.9776702232977671,[[444.4   8.1] [ 12.2  37.3]]
yeast-0-2-5-7-9_vs_3-6-8.dat,CORRELATION COEF,3,1004,0.9330677290836654,0.9854143646408839,0.22680412371134018,0.9429054768449989,0.9636913767019667,[[445.9   6.6] [ 27.   22.5]]
ecoli-0-3-4_vs_5.dat,NO SELECTION,7,200,0.95,0.9911111111111112,0.12121212121212123,0.9550321199143469,0.9727371864776445,[[89.2  0.8] [ 4.2  5.8]]
ecoli-0-3-4_vs_5.dat,ANOVA,3,200,0.966,1.0,0.0,0.9635974304068522,0.9814612868047983,[[90.   0. ] [ 3.4  6.6]]
ecoli-0-3-4_vs_5.dat,RELIEF,3,200,0.9339999999999999,0.9888888888888889,0.18518518518518517,0.9408033826638479,0.9642470205850487,[[89.   1. ] [ 5.6  4.4]]
ecoli-0-3-4_vs_5.dat,INFORATION GAIN,3,200,0.966,1.0,0.0,0.9635974304068522,0.9814612868047983,[[90.   0. ] [ 3.4  6.6]]
ecoli-0-3-4_vs_5.dat,CHI SQUARE,3,200,0.966,1.0,0.0,0.9635974304068522,0.9814612868047983,[[90.   0. ] [ 3.4  6.6]]
ecoli-0-3-4_vs_5.dat,CORRELATION COEF,3,200,0.915,0.9888888888888889,0.2857142857142857,0.9222797927461139,0.9544235924932977,[[89.   1. ] [ 7.5  2.5]]
ecoli-0-1_vs_2-3-5.dat,NO SELECTION,7,244,0.9532786885245901,0.9981818181818182,0.029850746268656716,0.9522983521248916,0.9747003994673767,[[109.8   0.2] [  5.5   6.5]]
ecoli-0-1_vs_2-3-5.dat,ANOVA,3,244,0.9491803278688524,0.9963636363636363,0.06060606060606061,0.949740034662045,0.9724933451641526,[[109.6   0.4] [  5.8   6.2]]
ecoli-0-1_vs_2-3-5.dat,RELIEF,3,244,0.9409836065573772,1.0,0.0,0.9385665529010239,0.9683098591549295,[[110.    0. ] [  7.2   4.8]]
ecoli-0-1_vs_2-3-5.dat,INFORATION GAIN,3,244,0.9491803278688524,0.9963636363636363,0.06060606060606061,0.949740034662045,0.9724933451641526,[[109.6   0.4] [  5.8   6.2]]
ecoli-0-1_vs_2-3-5.dat,CHI SQUARE,3,244,0.9475409836065574,0.9963636363636363,0.0625,0.9480968858131488,0.9716312056737587,[[109.6   0.4] [  6.    6. ]]
ecoli-0-1_vs_2-3-5.dat,CORRELATION COEF,3,244,0.9344262295081969,0.9954545454545455,0.1,0.9358974358974359,0.9647577092511014,[[109.5   0.5] [  7.5   4.5]]
glass-0-1-5_vs_2.dat,NO SELECTION,9,172,0.9011627906976745,1.0,nan,0.9011627906976745,0.9480122324159022,[[77.5  0. ] [ 8.5  0. ]]
glass-0-1-5_vs_2.dat,ANOVA,3,172,0.9011627906976745,1.0,nan,0.9011627906976745,0.9480122324159022,[[77.5  0. ] [ 8.5  0. ]]
glass-0-1-5_vs_2.dat,RELIEF,3,172,0.9011627906976745,1.0,nan,0.9011627906976745,0.9480122324159022,[[77.5  0. ] [ 8.5  0. ]]
glass-0-1-5_vs_2.dat,INFORATION GAIN,3,172,0.9011627906976745,1.0,nan,0.9011627906976745,0.9480122324159022,[[77.5  0. ] [ 8.5  0. ]]
glass-0-1-5_vs_2.dat,CHI SQUARE,3,172,0.9011627906976745,1.0,nan,0.9011627906976745,0.9480122324159022,[[77.5  0. ] [ 8.5  0. ]]
glass-0-1-5_vs_2.dat,CORRELATION COEF,3,172,0.9023255813953488,1.0,0.0,0.9022118742724097,0.9485924112607098,[[77.5  0. ] [ 8.4  0.1]]
ecoli-0-1-4-7_vs_2-3-5-6.dat,NO SELECTION,7,336,0.9369047619047619,0.9986970684039088,0.04651162790697675,0.9364691508857667,0.9665825977301388,[[153.3   0.2] [ 10.4   4.1]]
ecoli-0-1-4-7_vs_2-3-5-6.dat,ANOVA,3,336,0.9416666666666667,0.9973941368078175,0.07272727272727274,0.9421538461538461,0.9689873417721518,[[153.1   0.4] [  9.4   5.1]]
ecoli-0-1-4-7_vs_2-3-5-6.dat,RELIEF,3,336,0.944047619047619,1.0,0.0,0.9422958870472682,0.9702907711757269,[[153.5   0. ] [  9.4   5.1]]
ecoli-0-1-4-7_vs_2-3-5-6.dat,INFORATION GAIN,3,336,0.9327380952380953,0.9973941368078175,0.1,0.9335365853658536,0.9644094488188976,[[153.1   0.4] [ 10.9   3.6]]
ecoli-0-1-4-7_vs_2-3-5-6.dat,CHI SQUARE,3,336,0.9416666666666667,0.9986970684039088,0.0392156862745098,0.9410681399631676,0.9690265486725663,[[153.3   0.2] [  9.6   4.9]]
ecoli-0-1-4-7_vs_2-3-5-6.dat,CORRELATION COEF,3,336,0.9130952380952382,0.9993485342019545,1.0,0.9136390708755211,0.9545737398879901,[[1.534e+02 1.000e-01] [1.450e+01 0.000e+00]]
glass-0-6_vs_5.dat,NO SELECTION,9,108,0.9166666666666667,1.0,nan,0.9166666666666666,0.9565217391304348,[[49.5  0. ] [ 4.5  0. ]]
glass-0-6_vs_5.dat,ANOVA,3,108,0.9166666666666667,1.0,nan,0.9166666666666666,0.9565217391304348,[[49.5  0. ] [ 4.5  0. ]]
glass-0-6_vs_5.dat,RELIEF,3,108,0.9166666666666667,1.0,nan,0.9166666666666666,0.9565217391304348,[[49.5  0. ] [ 4.5  0. ]]
glass-0-6_vs_5.dat,INFORATION GAIN,3,108,0.9166666666666667,1.0,nan,0.9166666666666666,0.9565217391304348,[[49.5  0. ] [ 4.5  0. ]]
glass-0-6_vs_5.dat,CHI SQUARE,3,108,0.9166666666666667,1.0,nan,0.9166666666666666,0.9565217391304348,[[49.5  0. ] [ 4.5  0. ]]
glass-0-6_vs_5.dat,CORRELATION COEF,3,108,0.9166666666666667,1.0,nan,0.9166666666666666,0.9565217391304348,[[49.5  0. ] [ 4.5  0. ]]
ecoli-0-1-4-6_vs_5.dat,NO SELECTION,6,280,0.9714285714285713,0.9969230769230769,0.058823529411764705,0.972972972972973,0.9848024316109424,[[129.6   0.4] [  3.6   6.4]]
ecoli-0-1-4-6_vs_5.dat,ANOVA,3,280,0.9614285714285712,0.9984615384615385,0.04,0.9614814814814816,0.979622641509434,[[129.8   0.2] [  5.2   4.8]]
ecoli-0-1-4-6_vs_5.dat,RELIEF,3,280,0.9542857142857141,0.9946153846153847,0.13999999999999999,0.9577777777777778,0.9758490566037736,[[129.3   0.7] [  5.7   4.3]]
ecoli-0-1-4-6_vs_5.dat,INFORATION GAIN,3,280,0.9664285714285713,0.9961538461538462,0.07936507936507936,0.968586387434555,0.9821767159651119,[[129.5   0.5] [  4.2   5.8]]
ecoli-0-1-4-6_vs_5.dat,CHI SQUARE,3,280,0.9614285714285712,0.9984615384615385,0.04,0.9614814814814816,0.979622641509434,[[129.8   0.2] [  5.2   4.8]]
ecoli-0-1-4-6_vs_5.dat,CORRELATION COEF,3,280,0.9485714285714284,1.0,0.0,0.9475218658892129,0.9730538922155689,[[130.    0. ] [  7.2   2.8]]
led7digit-0-2-4-5-6-7-8-9_vs_1.dat,NO SELECTION,7,443,0.9480555215849333,0.9847290640394089,0.23484848484848486,0.9596735477676428,0.9720398735716023,[[199.9   3.1] [  8.4  10.1]]
led7digit-0-2-4-5-6-7-8-9_vs_1.dat,ANOVA,3,443,0.937695161224573,0.9837438423645319,0.29203539823008845,0.9500475737392959,0.9666021297192643,[[199.7   3.3] [ 10.5   8. ]]
led7digit-0-2-4-5-6-7-8-9_vs_1.dat,RELIEF,3,443,0.9164832253067547,1.0,nan,0.9164785553047404,0.956419316843345,[[203.    0. ] [ 18.5   0. ]]
led7digit-0-2-4-5-6-7-8-9_vs_1.dat,INFORATION GAIN,3,443,0.937695161224573,0.9837438423645319,0.29203539823008845,0.9500475737392959,0.9666021297192643,[[199.7   3.3] [ 10.5   8. ]]
led7digit-0-2-4-5-6-7-8-9_vs_1.dat,CHI SQUARE,3,443,0.9124108271167095,0.9955665024630541,1.0,0.9161378059836809,0.9542020774315391,[[202.1   0.9] [ 18.5   0. ]]
led7digit-0-2-4-5-6-7-8-9_vs_1.dat,CORRELATION COEF,3,443,0.9164832253067547,1.0,nan,0.9164785553047404,0.956419316843345,[[203.    0. ] [ 18.5   0. ]]
ecoli-0-3-4-7_vs_5-6.dat,NO SELECTION,7,257,0.9338965600775193,0.9991379310344828,0.023809523809523815,0.9324215607401448,0.9646275488972118,[[1.159e+02 1.000e-01] [8.400e+00 4.100e+00]]
ecoli-0-3-4-7_vs_5-6.dat,ANOVA,3,257,0.9525375484496124,0.9991379310344828,0.015151515151515154,0.9507793273174734,0.9743589743589743,[[1.159e+02 1.000e-01] [6.000e+00 6.500e+00]]
ecoli-0-3-4-7_vs_5-6.dat,RELIEF,3,257,0.9393047480620155,0.9939655172413793,0.11475409836065573,0.9419934640522877,0.9672818791946309,[[115.3   0.7] [  7.1   5.4]]
ecoli-0-3-4-7_vs_5-6.dat,INFORATION GAIN,3,257,0.9432109980620155,1.0,0.0,0.9407948094079481,0.9694943585457585,[[116.    0. ] [  7.3   5.2]]
ecoli-0-3-4-7_vs_5-6.dat,CHI SQUARE,3,257,0.9556504360465116,0.9974137931034484,0.04054054054054054,0.9554087530966143,0.9759595107549557,[[115.7   0.3] [  5.4   7.1]]
ecoli-0-3-4-7_vs_5-6.dat,CORRELATION COEF,3,257,0.8996124031007753,0.9956896551724138,0.8333333333333334,0.9030492572322126,0.947109471094711,[[1.155e+02 5.000e-01] [1.240e+01 1.000e-01]]
kr-vs-k-zero_vs_eight.dat,NO SELECTION,6,1460,0.9865753424657534,0.9998604326587578,0.025641025641025644,0.9866409585456548,0.9932067101067517,[[7.164e+02 1.000e-01] [9.700e+00 3.800e+00]]
kr-vs-k-zero_vs_eight.dat,ANOVA,3,1460,0.9890410958904109,0.9958129797627355,0.2608695652173913,0.9930410577592206,0.9944250871080139,[[713.5   3. ] [  5.    8.5]]
kr-vs-k-zero_vs_eight.dat,RELIEF,3,1460,0.9817808219178081,0.9995812979762736,0.37499999999999994,0.9821722435545803,0.9908003043508335,[[7.162e+02 3.000e-01] [1.300e+01 5.000e-01]]
kr-vs-k-zero_vs_eight.dat,INFORATION GAIN,3,1460,0.9910958904109588,0.9979064898813678,0.15,0.9930555555555556,0.9954751131221721,[[715.    1.5] [  5.    8.5]]
kr-vs-k-zero_vs_eight.dat,CHI SQUARE,3,1460,0.9890410958904109,0.9958129797627355,0.2608695652173913,0.9930410577592206,0.9944250871080139,[[713.5   3. ] [  5.    8.5]]
kr-vs-k-zero_vs_eight.dat,CORRELATION COEF,3,1460,0.9806849315068493,0.9986043265875785,0.7142857142857143,0.9820203129289047,0.9902428897654141,[[7.155e+02 1.000e+00] [1.310e+01 4.000e-01]]
zoo-3.dat,NO SELECTION,16,101,0.9505882352941175,1.0,nan,0.9504950495049505,0.9746192893401014,[[48.   0. ] [ 2.5  0. ]]
zoo-3.dat,ANOVA,3,101,0.9505882352941175,1.0,nan,0.9504950495049505,0.9746192893401014,[[48.   0. ] [ 2.5  0. ]]
zoo-3.dat,RELIEF,3,101,0.9505882352941175,1.0,nan,0.9504950495049505,0.9746192893401014,[[48.   0. ] [ 2.5  0. ]]
zoo-3.dat,INFORATION GAIN,3,101,0.9505882352941175,1.0,nan,0.9504950495049505,0.9746192893401014,[[48.   0. ] [ 2.5  0. ]]
zoo-3.dat,CHI SQUARE,3,101,0.9505882352941175,1.0,nan,0.9504950495049505,0.9746192893401014,[[48.   0. ] [ 2.5  0. ]]
zoo-3.dat,CORRELATION COEF,3,101,0.9505882352941175,1.0,nan,0.9504950495049505,0.9746192893401014,[[48.   0. ] [ 2.5  0. ]]
kr-vs-k-one_vs_fifteen.dat,NO SELECTION,6,2244,0.9942959001782532,1.0,0.0,0.9941252065357077,0.997053949548886,[[1083.     0. ] [   6.4   32.6]]
kr-vs-k-one_vs_fifteen.dat,ANOVA,3,2244,0.9982174688057042,1.0,0.0,0.9981566820276497,0.9990774907749077,[[1083.    0.] [   2.   37.]]
kr-vs-k-one_vs_fifteen.dat,RELIEF,3,2244,0.9915329768270944,0.9998153277931671,0.006688963210702342,0.9914842963098618,0.9956323847179439,[[1.0828e+03 2.0000e-01] [9.3000e+00 2.9700e+01]]
kr-vs-k-one_vs_fifteen.dat,INFORATION GAIN,3,2244,0.9982174688057042,1.0,0.0,0.9981566820276497,0.9990774907749077,[[1083.    0.] [   2.   37.]]
kr-vs-k-one_vs_fifteen.dat,CHI SQUARE,3,2244,0.9973262032085561,1.0,0.0,0.9972375690607734,0.9986168741355463,[[1083.    0.] [   3.   36.]]
kr-vs-k-one_vs_fifteen.dat,CORRELATION COEF,3,2244,0.9915329768270944,0.9998153277931671,0.006688963210702342,0.9914842963098618,0.9956323847179439,[[1.0828e+03 2.0000e-01] [9.3000e+00 2.9700e+01]]
winequality-red-4.dat,NO SELECTION,11,1599,0.9668546620775971,1.0,nan,0.9668542839274546,0.983147853736089,[[773.    0. ] [ 26.5   0. ]]
winequality-red-4.dat,ANOVA,3,1599,0.9666043491864832,0.9997412677878396,1.0,0.9668459902414612,0.9830185079183362,[[7.728e+02 2.000e-01] [2.650e+01 0.000e+00]]
winequality-red-4.dat,RELIEF,3,1599,0.9668546620775971,1.0,nan,0.9668542839274546,0.983147853736089,[[773.    0. ] [ 26.5   0. ]]
winequality-red-4.dat,INFORATION GAIN,3,1599,0.9668546620775971,1.0,nan,0.9668542839274546,0.983147853736089,[[773.    0. ] [ 26.5   0. ]]
winequality-red-4.dat,CHI SQUARE,3,1599,0.9668546620775971,1.0,nan,0.9668542839274546,0.983147853736089,[[773.    0. ] [ 26.5   0. ]]
winequality-red-4.dat,CORRELATION COEF,3,1599,0.9668546620775971,1.0,nan,0.9668542839274546,0.983147853736089,[[773.    0. ] [ 26.5   0. ]]
dermatology-6.dat,NO SELECTION,34,358,0.9743016759776536,0.978698224852071,0.28571428571428575,0.9939903846153846,0.9862850327966607,[[165.4   3.6] [  1.    9. ]]
dermatology-6.dat,ANOVA,3,358,0.994413407821229,1.0,0.0,0.9941176470588236,0.9970501474926253,[[169.   0.] [  1.   9.]]
dermatology-6.dat,RELIEF,3,358,0.9659217877094971,0.9763313609467456,0.3361344537815126,0.9874326750448833,0.9818506396905682,[[165.    4. ] [  2.1   7.9]]
dermatology-6.dat,INFORATION GAIN,3,358,0.994413407821229,1.0,0.0,0.9941176470588236,0.9970501474926253,[[169.   0.] [  1.   9.]]
dermatology-6.dat,CHI SQUARE,3,358,0.994413407821229,1.0,0.0,0.9941176470588236,0.9970501474926253,[[169.   0.] [  1.   9.]]
dermatology-6.dat,CORRELATION COEF,3,358,0.9441340782122903,1.0,nan,0.9441340782122905,0.9712643678160919,[[169.   0.] [ 10.   0.]]
shuttle-2_vs_5.dat,NO SELECTION,9,3316,0.9967430639324487,0.998408325681053,0.10699588477366255,0.9982860990389912,0.998347208619001,[[1630.9    2.6] [   2.8   21.7]]
shuttle-2_vs_5.dat,ANOVA,3,3316,0.9988540410132689,1.0,0.0,0.9988382047205576,0.9994187647220778,[[1633.5    0. ] [   1.9   22.6]]
shuttle-2_vs_5.dat,RELIEF,3,3316,0.9974065138721351,1.0,0.0,0.9973745268042497,0.9986855378595665,[[1633.5    0. ] [   4.3   20.2]]
shuttle-2_vs_5.dat,INFORATION GAIN,3,3316,0.9967430639324487,0.9977961432506888,0.13688212927756654,0.9988968560397132,0.9983461962513782,[[1629.9    3.6] [   1.8   22.7]]
shuttle-2_vs_5.dat,CHI SQUARE,3,3316,0.9988540410132689,1.0,0.0,0.9988382047205576,0.9994187647220778,[[1633.5    0. ] [   1.9   22.6]]
shuttle-2_vs_5.dat,CORRELATION COEF,3,3316,0.9960796139927626,1.0,0.0,0.9960365853658537,0.9980143577210937,[[1633.5    0. ] [   6.5   18. ]]
winequality-white-3-9_vs_5.dat,NO SELECTION,11,1482,0.9831309041835355,1.0,nan,0.9831309041835358,0.9914937053419531,[[728.5   0. ] [ 12.5   0. ]]
winequality-white-3-9_vs_5.dat,ANOVA,3,1482,0.9831309041835355,1.0,nan,0.9831309041835358,0.9914937053419531,[[728.5   0. ] [ 12.5   0. ]]
winequality-white-3-9_vs_5.dat,RELIEF,3,1482,0.9831309041835355,1.0,nan,0.9831309041835358,0.9914937053419531,[[728.5   0. ] [ 12.5   0. ]]
winequality-white-3-9_vs_5.dat,INFORATION GAIN,3,1482,0.9831309041835355,1.0,nan,0.9831309041835358,0.9914937053419531,[[728.5   0. ] [ 12.5   0. ]]
winequality-white-3-9_vs_5.dat,CHI SQUARE,3,1482,0.9831309041835355,1.0,nan,0.9831309041835358,0.9914937053419531,[[728.5   0. ] [ 12.5   0. ]]
winequality-white-3-9_vs_5.dat,CORRELATION COEF,3,1482,0.9831309041835355,1.0,nan,0.9831309041835358,0.9914937053419531,[[728.5   0. ] [ 12.5   0. ]]
winequality-red-3_vs_5.dat,NO SELECTION,11,691,0.9855281896623943,1.0,nan,0.9855282199710564,0.9927113702623906,[[340.5   0. ] [  5.    0. ]]
winequality-red-3_vs_5.dat,ANOVA,3,691,0.9855281896623943,1.0,nan,0.9855282199710564,0.9927113702623906,[[340.5   0. ] [  5.    0. ]]
winequality-red-3_vs_5.dat,RELIEF,3,691,0.9855281896623943,1.0,nan,0.9855282199710564,0.9927113702623906,[[340.5   0. ] [  5.    0. ]]
winequality-red-3_vs_5.dat,INFORATION GAIN,3,691,0.9855281896623943,1.0,nan,0.9855282199710564,0.9927113702623906,[[340.5   0. ] [  5.    0. ]]
winequality-red-3_vs_5.dat,CHI SQUARE,3,691,0.9855281896623943,1.0,nan,0.9855282199710564,0.9927113702623906,[[340.5   0. ] [  5.    0. ]]
winequality-red-3_vs_5.dat,CORRELATION COEF,3,691,0.9855281896623943,1.0,nan,0.9855282199710564,0.9927113702623906,[[340.5   0. ] [  5.    0. ]]
winequality-red-8_vs_6-7.dat,NO SELECTION,11,855,0.9789473396222286,1.0,nan,0.9789473684210527,0.9893617021276596,[[418.5   0. ] [  9.    0. ]]
winequality-red-8_vs_6-7.dat,ANOVA,3,855,0.9789473396222286,1.0,nan,0.9789473684210527,0.9893617021276596,[[418.5   0. ] [  9.    0. ]]
winequality-red-8_vs_6-7.dat,RELIEF,3,855,0.9789473396222286,1.0,nan,0.9789473684210527,0.9893617021276596,[[418.5   0. ] [  9.    0. ]]
winequality-red-8_vs_6-7.dat,INFORATION GAIN,3,855,0.9789473396222286,1.0,nan,0.9789473684210527,0.9893617021276596,[[418.5   0. ] [  9.    0. ]]
winequality-red-8_vs_6-7.dat,CHI SQUARE,3,855,0.9789473396222286,1.0,nan,0.9789473684210527,0.9893617021276596,[[418.5   0. ] [  9.    0. ]]
winequality-red-8_vs_6-7.dat,CORRELATION COEF,3,855,0.9789473396222286,1.0,nan,0.9789473684210527,0.9893617021276596,[[418.5   0. ] [  9.    0. ]]
kddcup-rootkit-imap_vs_back.dat,NO SELECTION,41,2225,0.9995505213080209,1.0,0.0,0.9995462794918331,0.9997730882686635,[[1.1015e+03 0.0000e+00] [5.0000e-01 1.0500e+01]]
kddcup-rootkit-imap_vs_back.dat,ANOVA,3,2225,0.9999101527403415,0.9999092147072175,0.009009009009009009,1.0,0.9999546052930228,[[1.1014e+03 1.0000e-01] [0.0000e+00 1.1000e+01]]
kddcup-rootkit-imap_vs_back.dat,RELIEF,3,2225,0.9793251113394998,0.9824784384929642,0.7255639097744361,0.9965926880928262,0.9894852336106793,[[1082.2   19.3] [   3.7    7.3]]
kddcup-rootkit-imap_vs_back.dat,INFORATION GAIN,3,2225,0.9995505213080209,1.0,0.0,0.9995462794918331,0.9997730882686635,[[1.1015e+03 0.0000e+00] [5.0000e-01 1.0500e+01]]
kddcup-rootkit-imap_vs_back.dat,CHI SQUARE,3,2225,0.9909214676776099,1.0,0.0,0.99091399784095,0.9954362658714021,[[1.1015e+03 0.0000e+00] [1.0100e+01 9.0000e-01]]
kddcup-rootkit-imap_vs_back.dat,CORRELATION COEF,3,2225,0.9921792485149347,1.0,0.0,0.9921635741307872,0.9960663742822263,[[1101.5    0. ] [   8.7    2.3]]
kddcup-guess_passwd_vs_satan.dat,NO SELECTION,41,1642,0.9993909866017052,0.9993706733794839,0.018518518518518517,1.0,0.9996852376455775,[[7.94e+02 5.00e-01] [0.00e+00 2.65e+01]]
kddcup-guess_passwd_vs_satan.dat,ANOVA,3,1642,0.9962241169305723,0.9960981749528005,0.10472972972972973,1.0,0.9980452739769216,[[791.4   3.1] [  0.   26.5]]
kddcup-guess_passwd_vs_satan.dat,RELIEF,3,1642,0.9987819732034104,1.0,0.0,0.9987429289754871,0.9993710691823898,[[794.5   0. ] [  1.   25.5]]
kddcup-guess_passwd_vs_satan.dat,INFORATION GAIN,3,1642,0.9993909866017052,0.9993706733794839,0.018518518518518517,1.0,0.9996852376455775,[[7.94e+02 5.00e-01] [0.00e+00 2.65e+01]]
kddcup-guess_passwd_vs_satan.dat,CHI SQUARE,3,1642,0.9995127892813642,1.0,0.0,0.9994967920493144,0.9997483327041652,[[7.945e+02 0.000e+00] [4.000e-01 2.610e+01]]
kddcup-guess_passwd_vs_satan.dat,CORRELATION COEF,3,1642,0.9981729598051157,1.0,0.0,0.9981155778894473,0.9990569003458032,[[794.5   0. ] [  1.5  25. ]]
